date_posted;link;price;city;subregion;region;state;post_text;price_list;posts_scraped_on;len_of_price_list
2022-02-02T20:53:46-0800;https://portland.craigslist.org/clc/lss/d/lake-oswego-math-science-english-sat/7441086497.html;;no city found;Clackamas Co;portland;Oregon;"




My name is Monica and I tutor in all academic areas for all ages. Please contact me at 503-447-3559.
";[];2022-02-11;0
2022-02-01T14:14:41-0800;https://portland.craigslist.org/wsc/lss/d/experienced-math-and-science-tutor-get/7440538037.html;60.0;no city found;Washington Co;portland;Oregon;"




I earned my B.S. in Chemical Engineering and a M.S. in Biomedical Engineering. While I enjoy engineering and research, I’ve found that my true passion lies with teaching. During my college education, I also taught in a classroom setting and as a teaching assistant. For the past few years, I’ve taught robotics to middle and high school students during summer camp. I have tutored for many years and have over a thousand hours of tutoring experience.

Over the years, I’ve developed my own teaching philosophy. Math and science are often viewed as tougher subjects and I’ve worked with students with a wide range of background and skill. I always remind students that everyone has something to learn and that different concepts are harder for different people. I’m also flexible in my approach. Often, there can be more than one way to arrive at the correct answer, and I encourage students to approach problems in the way that makes the most sense to them as long as it doesn’t sacrifice understanding of the overall concept. Additionally, since I have pursued higher degrees in math and science, I will often ask if students are interested in pursuing math further while they are learning and can help them understand how what they are learning will be useful later. For students interested in getting through the class, I can help distill the information into what they need to pass and move on.

Overall, I believe that my passion for learning shines through in my teaching. I’m always happy to answer questions and explain concepts multiple times and in as many ways as I can think of to help students learn as well. I understand that not every student will be as passionate about math and science as I am, but I hope that they will all have at least learned what they need to succeed later in life.

I tutor a wide variety of math subjects including: Algebra, Algebra II, Geometry, Integrated Math (AGS 1/2/3), Pre-Calculus, Calculus, and College Math classes as offered at PCC.  I also tutor science classes including chemistry and physics.  Online sessions begin at $60/hour and are conducted via Google Hangouts, Zoom or Skype using an online whiteboard that enables students to follow along easily.  I also offer pre-paid four-session blocks at a discounted rate, if you mention this ad.

For traditional tutoring: 
In order to facilitate sessions, I encourage clients or students to send pictures of what they want to work on beforehand.  This helps give me a basis of where we're getting started and encourages students to be prepared before each session.  I've found this process greatly facilitates a productive session.  I'm also happy to provide session updates via email for those interested.  

Traditional tutoring is not limited to the student's material. I'm also able to supplement subjects with problems of my own to help students in areas where they need it most. 

Review Classes:
I offer structured one-on-one math review/preparatory classes.  These review classes are for students interested in maintaining their skills or helping them prepare for their upcoming classes.  I offer review classes for Algebra, Geometry, Algebra II, Pre-Calculus.  I also offer preparatory classes as well, particularly for students interested in getting a head start in AP Calculus or AP Physics.  For students who decide to take a review or preparatory class, my rates are discounted.  Classes are spaced over four/six sessions and tailored to student need. 

If this sounds like it could work for you, please call, text or email.  For additional details, please visit my website: http://www.acrestutoring.com.

I look forward to working with you!

Jackie

What one of my clients has said about me:
'Our son is an art major and was struggling to meet his college math requirements. He had to withdraw from his first class or risk failing. We found Jackie and scheduled an in-person meeting to get acquainted. After that our son worked with Jackie two to three times each week via Skype sessions, which worked out very well. When our son had homework assignments or tests to share, he would just text pictures of them. And they would use a whiteboard (within Skype) to work through problems.

We continued with Jackie for three terms and our son passed all his required math classes. We are very happy to say the least!

Without hesitation I can say Jackie is very competent, patient, flexible, and encouraging. I highly recommend her services and am very thankful we had an opportunity to work with her.'
";[60];2022-02-11;1
2022-01-24T14:42:50-0800;https://portland.craigslist.org/clk/lss/d/vancouver-experienced-math-tutor-here/7437174885.html;;Vancouver;Clark/Cowlitz;portland;Oregon;"




Hello, my name is Matthew Hoyt.

I have been a math tutor for 15 years at Clark College, I was a math teacher for 2 years, and I love helping people with math!

I have a masters degree in math and economics, with a graduate certificate in applied statistics, and I do my best to stay current on the material I've learned. What this means is that, while I can help with algebra - calculus (linear algebra / differential equations / statistics) I can also help with more advanced math classes as well, (abstract algebra, real analysis, etc.) and have successfully helped a friend study for and pass her masters exam in analysis. 

I can tutor a lot of things and so if you're doing a math class outside the norm for most tutors, I might be able to help you! I can also help with some economics but I have less experience in that area (mostly because I rarely get asked).

My rate is $30 an hour, I tutor on Zoom, and I have a Venmo account for online pay. There are ways to get discounts as well.

1. Group rates: If you bring more with you to the session, I add $10 a person which allows the group to split the session for less money per person. 2 people is $20 per person, 3 people is $16.67 per person and so on.

2. Recommend bonus: If you recommend me to another person and they make a scheduled appointment with me weekly, both you and that person will get $5 off an hour every week. And this is repeatable, so if you meet with me for 3 hours every week, and you recommend 3 people, you will get $5 off all 3 hours (and each of the 3 people get $5 of one of their hours, and so on).

I tutor all grade levels including K-12 and college. I have less experience working with children but I'm a very patient person and I'm confident I can figure out a great way for them to understand the problems they're stuck on.

Thank you for reading, and I look forward to hearing from you!
    ";[30, 10, 20, 16, 5, 5, 5];2022-02-11;7
2022-01-17T10:53:43-0800;https://portland.craigslist.org/mlt/lss/d/portland-professional-math-and-physics/7434068170.html;75.0;no city found;Multnomah Co;portland;Oregon;"




Hello!

I am former high school/college math and physics teacher. I have been operating my private tutoring business in the Portland metro (pdx, beaverton, tigard, lake o, clackamas, vancouver) since 2010. I can help with all math including AP/IB, physics (all levels) and chemistry (NO ap or ib chem).

I am currently using ZOOM for online sessions. 

Students meet with me on an ongoing, weekly basis.

My rate is $75/hr and payment is due at the beginning of each month in advance of that month’s sessions. I accept venmo, zelle and personal/business checks made out to me.

If you would like to be added to my schedule, please let me know where you are located and which school/class the student is in. I can then let you know what I have available.

Thanks!
Terry Burch

www.terrybtutoring.com

Check out Terrybtutoring on Google!
https://g.page/terrybtutoring?gm


**I am a parent of a daughter who has always struggled with math.  If she had a teacher that was willing to spend extra time with her and/or taught math from multiple angles instead of one, she would do fairly well.  But if not, we would all be praying when grades came out!  Her sophomore year at Lincoln, she had a teacher that just would not (or could not) help her.  Enter Terry.  When he says he will build confidence, teach problem solving skills, and help make multiple connections with math for deeper understanding, he isn't lying.  In one year, he tranformed my daughter into a math student who may not LOVE math, but is no longer afraid of a math problem.  her SAT scores showed it.  Terry, thanks for being there.  Thanks for your patience, gentile persistence, and for showing her that math is not that scary monster in the closet!  
~parent of Lincoln High student

**I am a mother of a high-school senior. I employed Terry as a tutor/teacher for high-school Algebra II about twice a week for several weeks during the 2008-2009 academic year. During this time, I had the opportunity to see Terry work directly with my son on an on-line independent study course through an accredited distance-learning program. I also had the opportunity to compare Terry with approximately eight other tutors we have employed in similar roles. 
My son and I agree that Terry was beyond doubt the best tutor we had. He is an extremely skillful teacher and communicator. Moreover, his insight as a professional educator into what an individual student needs is extraordinary. My son has some learning differences and a significant problem with anxiety, and Terry quickly cut through his worries and helped him settle down and get to work. James made much faster progress with Terry than with any of the other tutor/teachers we employed, and he also gained confidence and retained the material to a greater degree. Based on this experience, I can recommend Terry very highly as a tutor or independent-study teacher.
~parent of Tualitin High and Portland State student

**Terry, you are an amazing man! I am eternally grateful for all your guidance and the support you provided for our daughter through her Math journey, Algebra, Geometry and Algebra II.  As a parent it was so difficult to see my daughter experience frustration, anxiety and self-doubt in her Math classes. The cycle of hating Math was perpetual and I knew we had to do something other than traditional classroom learning. After attempting to tutor and home-school her in Math and feeling our relationship begin to deteriorate I realized we needed help!
Blessedly the wonders of the Internet lead me to your website, and with one phone conversation I knew we found the solution to our problem.
You have a wonderful approach as a tutor, coaching, giving an appropriate nudge when a student needs to expand, and recognizing the individual learning style.
Parents, if this scenario sounds familiar, don't wait, call now!
Terry Burch is the tutor you want for your child's educational enrichment!
~parent of Tigard High Student
    ";[75];2022-02-11;1
2022-01-16T20:48:06-0800;https://portland.craigslist.org/clk/lss/d/vancouver-english-and-math-tutor/7433845409.html;;Central Vancouver;Clark/Cowlitz;portland;Oregon;"




I will travel to you, or we can do it in a private/public space near 78th Street and Andresen Ave.

I have a degree in English and Art History from Rutgers University New Brunswick NJ and a Biochemistry degree from Portland State University Portland OR,  I have 5 years experience as a substitute teacher in Ridgefield WA and 20 years experience tutoring and teaching yoga, social dance, piano, guitar and ukulele to young and old.  You an your child may be frustrated with the way schools put geometry (aka plane geometry) before advanced algebra, that is why many schools reverse the order of those two courses.  Perhaps you have forgotten some of your basics so of course you are confused.  You can see some of the notes (Geometry and Calculus II) I use to help the more advanced people I help.  Sample pages are posted in this ads images.

I have taught music and python programming / computer science to home-schooled children for the city of Vancouver at Firstenburg Center.

 I am a lifetime learning enthusiast and work hard to make the lessons fun and interesting.

I have an urban farm and community garden plots and have mentored many people on nutrition, to how to start organic gardening or on how to garden better.

Currently I am studying Español and in H.S. and college I studied French. I have traveled a little in Europe and Asia (China, Japan, France, Germany, Austria and Switzerland).
";[];2022-02-11;0
2022-02-05T12:05:42-0800;https://portland.craigslist.org/wsc/lss/d/cornelius-math-and-physics-tutoring/7442198696.html;;Portland Area;Washington Co;portland;Oregon;"




Math and physics tutoring available for high school and middle school students. I can teach any math up to and including AP/advanced calculus. Studied physics in college, so I can tutor students in advanced high school/college prep level physics. Contact me for further details!
";[];2022-02-11;0
2022-02-05T04:39:05-0800;https://portland.craigslist.org/mlt/lss/d/portland-gre-gmat-sat-math-tutoring/7441993851.html;35.0;Portland Zoom Or In-Person;Multnomah Co;portland;Oregon;"





Note:  Available via Zoom, and possibly other platforms.

I offer tutoring for the quantitative sections on the SAT, GMAT, and GRE.  Why hire me?

 I've tutored numerous students over the past dozen years for the GMAT, SAT and GRE, and I've taught a course on the new GRE math section.  I scored 770 out of 800 on the math old on the old GRE myself.  I got into a highly competitive graduate program, and if you are trying to do the same, I can share my experiences with that process.  And, with a background in Psychology, I can offer tips on text anxiety as well.   And, my students would describe me as very patient and supportive.

Finally, I'm more affordable than the test prep/tutoring companies. I've worked for some a couple in the past and know others who have. They typically hire tutors like me who've done well on standardized tests, who already tutor, provide little or no training, and then double the rate.  I charge $35-45/hour.  And, I don't require commitment to any packages.  Students typically pay me after each session, and free to stop any time.

I'm fully vaccinated (and boosted) and will do in-person tutoring in fully vaccinated households, and can also tutor via Zoom.
    ";[35];2022-02-11;1
2022-02-01T05:15:06-0800;https://portland.craigslist.org/mlt/lss/d/portland-kind-and-gentle-math-tutoring/7440275792.html;;Portland;Multnomah Co;portland;Oregon;"




I'm available both for in-person tutoring and for tutoring by Zoom or other platforms.

Do you, or your son or daughter, need help with math, but are dreading it? Need a good math tutor for you or your math anxious child? Ever had a bad experience with a tutor who knew the math but was very impatient, or knew the math but had no sense of how to explain it? Or even really didn't know the math? 

I'm a kind and patient math tutor with counseling experience and a counseling degree who understands math anxiety, besides being skilled and experienced in teaching mathematics. I've tutored from grade school to college and graduate school: basic math, algebra, geometry, statistics (hypothesis testing such as the t-test and F-test, linear regression, etc.), also GMAT /GRE / SAT math math prep, and also taught math classes to high school students with math difficulties. I'll work with you or your child at whatever level you/he/she are in math. 

Some comments from my students and their parents: 

Thank you very much for sending the exercises and your enormous patience! 

...i got my midterm back and the mean was 75, the median was 78, and I got an 88! So thank you for all of your help so far! 

...I don't think I ever thanked you enough for all your help with [my son] and your flexibility with my schedule, so I would like to take this opportunity to do so. THANK YOU! 

...I hope you had a great weekend. I just got my math test back and I received 97/100. I'm so excited! Thanks for your help and see you Sunday. :)

...Got a 670 on the math section! Thanks for everything!!!!!!!!!!

...Just wanted to let you know I took the GRE's and got my scores today: 1300 total with 670 in Math, 630 in verbal. (91st percentile!) I was really pleased. Thanks for all your help!

...Thanks so much for all of your help and confidence boosting. I wish you a very happy holiday season! 

...I just wanted to share my joy about our progress. I got my results from the diagnostic Gre. Quantitative...Thank you sooooo much for working with me. Your instruction has really helped. My Q score went up 140 points!!!! I'm really excited!!! Thank you !!!! 

...I want you to know that last night [my daughter] and I hosted an end of summer dinner for all of her friends. There must have been about 15 kids at our house....She told everyone how much she likes her tutor...She said you are so kind and explain things so well. I smiled to myself because you need to know that you have made a big impact. There are not that many 16 year olds that want to talk about their tutor with their friends!

";[];2022-02-11;0
2022-01-29T04:28:37-0800;https://portland.craigslist.org/mlt/lss/d/portland-gregmatsat-math-tutoring/7439059590.html;40.0;Portland;Multnomah Co;portland;Oregon;"




I'm available for remote tutoring by Zoom, planning to resume in-person tutoring when cases drop a bit more.

Are you applying to college or grad school, needing help with and nervous about the math sections on the GRE, or GMAT?

I have plenty in the way of experience and credentials. I taught a course at for the Ronald McNair Scholarship Program, at Temple University, on the revised GRE. I scored 740 on the verbal and 770 on the math on the GRE (equivalent of 169 and 170 on Revised GRE). I've tutored numerous students over the past decade for the GMAT, SAT and GRE. And as someone with a graduate degree in psychology, I can also help with test anxiety. Another potential benefit of working with me: If you are applying to graduate schools, I know something about this too. In fact, if your graduate program is going to require statistics, I am able to help with statistics as well.

I'm a supportive tutor: If you've had a teacher or tutor make you feel foolish or put down, you may naturally shy away from exposing yourself to potential harshness or ridcule again. I'm the opposite of that. One of the number one qualities my students would list about me is that I am kind, patient, and supportive.

Finally, I'm more affordable than the big test prep companies. I've worked for them in the past. They typically hire tutors like me who already tutor and double the rate! I charge $40/hour, and can negotiate a group rate if you team up with someone else looking for tutoring. Just for truth in advertising, I'm in Portland. But since tutoring for now is entirely online, this won't have any impact on things.



Below are comments from some of my past students:

Just wanted to let you know that I got accepted into the PhD program and will be starting in the fall! You made the GRE super accessible and approachable. Thanks for all of your help! I don't know what I would have done without you!

...I took the test today. It was so long and really hard...I got a 150 on the quantitative (162 on the verbal). 150 was my goal... Both of the programs that I am looking at require a minimum quantitative score of 145 - so I did it! Whew. I am so glad that is over. Thank you so much for your help. You are a great tutor. I feel lucky to have found you.

...Got a 670 on the math section! Thanks for everything!!!!!!!!!!

...Just wanted to let you know I took the GRE's and got my scores today: 1300 total with 670 in Math, 630 in verbal. (91st percentile!) I was really pleased. Thanks for all your help!

...I got tutoring for the math section of the May SAT [from you] and we recently got our scores back. On this section in particular, I got a 670, mostly due to the math help you gave me! I'm just writing to say thank you for your help, it was very effective, especially getting familiarized with higher-level math concepts. Thanks again!!!!<

...I just wanted to share my joy about our progress. I got my results from the diagnostic Gre. Quantitative...Thank you sooooo much for working with me. Your instruction has really helped. My Q score went up 140 points!!!! I'm really excited!!! Thank you !!!!
";[40];2022-02-11;1
2022-01-28T23:54:25-0800;https://portland.craigslist.org/clc/lss/d/west-linn-online-private-math-tutoring/7439038807.html;20.0;West Linn;Clackamas Co;portland;Oregon;"




Looking for a math tutor? My name is Blake Dylan Pilger (they/them). I am charging $20/hr to do tutoring for middle and high school math, and it is all done online through Zoom (I am not offering in-person at this time). I am working on fulfilling prerequisites to get a graduate degree in mathematics, and I am working hard every day to improve my math skills. It's my dream to eventually become a community college math teacher!

I focus on making math enjoyable as well as honing skills and increasing confidence. My tutoring sessions are catered towards my students’ needs, and we typically work on practice problems, homework help, test prep, concept review, etc. Students feel like they finally understand the problems and concepts they were confused about, and have a lot of fun learning in the process! We utilize a shared whiteboard on whiteboard dot fi (which is completely free for students) to work through problems together. I give students plenty of chances to work through the problems and give them hints when they're stuck (instead of giving them the answer straight away), which helps them cement the process into their long term memory and be able to do the problems independently once our sessions end.

Here's a testimonial from a satisfied parent:
""If you are in need of a Math tutor (all online), I highly recommend Blake. [My son] Charles has been working with Blake for a few months now and Charles’ confidence, comprehension, and success have all improved dramatically. Blake is patient, has a great rapport with Charles, and is always upbeat and energetic. I highly recommend Blake as a Math tutor!"" -- Lisa Montano

Here are the math classes I am currently able to tutor:
-Pre-Algebra
-Algebra 1
-Geometry
-Algebra 2
-Trigonometry
-Pre-Calculus
-Calculus AB (the college equivalent is Calculus 1)
-Calculus BC (the college equivalent is Calculus 1 and 2)
-Statistics
-AP Statistics (the college equivalent is Introduction to Statistics)
-Any other classes that cover similar material!

If you and/or your child are interested in tutoring, please contact me and we can set up a time!
";[20];2022-02-11;1
2022-02-04T13:54:59-0800;https://portland.craigslist.org/clk/lss/d/vancouver-tutoring-strategies-for/7441819536.html;40.5;Vancouver;Clark/Cowlitz;portland;Oregon;"




It's the new year. Don't play catch up, get a jump on knowledge by tutoring now! We have a proven record for success, and offer affordable tutoring available for elementary school through college. We will match you appropriately with a personable tutor ideally qualified to suit your needs. 

What sets us apart:

Screening – We only hire the best
Aptitude – Our tutors are highly skilled professionals
Matching – We match you with the best tutor to suit your needs
Convenience – We offer a seamless and efficient process to get you on the right track
Value – We charge you less, and pay our tutors more than competitors.
Quality – We care about your success

Tutoring rates for one student are between $36 to $45 per hour depending on the type of service(s) purchased.

Some examples of subjects we tutor are: Middle School math/English, precalculus, physics, SAT, GED, and COMPASS Test Prep, reading, statistics, algebra, GRE math, and more!

We also have experience with students with disabilities. Please visit our website for more information. eclipsetutoring.com

Contact us today to schedule your free consultation. We look forward to working with you!

Eclipse Tutoring, LLC Vancouver
Elevating Students to Academic Success
eclipsetutoring.com

What our clients say about us:

""My grade was the highest I had ever achieved in math ever! My instructor actually emailed me a Congratulations!!! The investment of tutoring paid off - not only in my math score, but overall in myself!"" -- Kimberly

""Angie is a lifesaver! With her high level of mastery, she is able to help our senior with college calculus and our freshman with algebra. She is patient yet engaging. My kids' grades show how impactful she is. Thank you, Angie."" -- Avonte

""Angie tutored both my children this year - one in SAT prep and one in Math. She was wonderful with both of them, and it really paid off!! Well worth the investment. I highly recommend Eclipse Tutors and Angie!"" -- Jennifer C. via Yelp.com
";[36, 45];2022-02-11;2
2022-02-03T12:47:44-0800;https://portland.craigslist.org/clk/lss/d/vancouver-tutoring-kindness-and-wealth/7441349981.html;;Vancouver;Clark/Cowlitz;portland;Oregon;"




Hi Students,

My name is Erin. I am passionate about equipping young people with the right tools, including fostering a growth mindset for success. My aptitude is focused on improving outcomes for young people and communities at large. Currently, I'm a school counselor in the Portland metro area. I hold a Master degree, as well as a school counselor license from the Harvard Graduate School of Education. My Bachelor degree is from the University of Virginia is in psychology. Initially working with children as a camp counselor, I continued within the education non-profit sector.

I am both very motivating and supportive. I can provide assistance in a variety of subjects through high school age, as well as preparation for qualifying exams. Examples of subjects I tutor are: Middle School math/English, SAT, GED, and COMPASS Test Prep, reading, algebra, GRE math, and more!

Consultations are FREE, so there is the opportunity to get to know one another in a low risk environment. Please email for more details. Thank you!

Erin
";[];2022-02-11;0
2022-02-02T03:40:20-0800;https://portland.craigslist.org/mlt/lss/d/portland-college-intro-high-school-ap/7440690765.html;;Portland;Multnomah Co;portland;Oregon;"




Currently teaching by Zoom only

Do you need a statistics tutor for your graduate or undergraduate statistics course?  Are you struggling with the statistics, or other aspects of the research, involved with your dissertation or thesis? Or your research methods course? Or does you son or daughter need help with AP stats?

Statistics can be confusing at any time, but especially if you are having to take your course online! Patient, friendly, and affordable math/statistics tutor, with years of classroom teaching and tutoring experience. I understand math anxiety and am good at working with people who dread math.

I've tutored all levels from grade school to graduate school, and work with you at whatever level you are in mathematics, and I've taught Introductory Statistics at the university level.


";[];2022-02-11;0
2022-01-24T07:53:59-0800;https://portland.craigslist.org/mlt/lss/d/portland-in-home-music-lessons-se/7436949893.html;;Se Portland;Multnomah Co;portland;Oregon;"




*****We are now offering Video Lessons via Skype, Zoom, Facetime, or Google Hangouts due to the Coronavirus Crisis*****

The Musicality Network of Portland has the best piano teachers who can travel to your SE Portland home! Many of our teachers are already teaching students in your neighborhood!

Here are 6 great options for piano teachers to come to your home in SE Portland:

1. Suzan
Suzan was born in Colorado, and moved to Portland later in life because she always wanted to live in the Northwest. Suzan has taught piano and voice lessons for many years, as well as directed several choirs at Mount Hood Community College, and served as a choir director and pianist/accompanist at her church in Gresham.

2. Charles
Charles is an accomplished musician who performs, composes, produces, and engineers music. He has been intense and passionate about music since early childhood. At the age of 6 he began his musical journey by learning piano and being influenced by gospel and jazz music. Later he expanded into the world of drums and percussion. Moving into his teens Charles was starting to engaged in many musical activities and performed in many groups in high school. He played in (by audition only) the All Northwest jazz band and was a featured soloist in the group on vibraphone. Also, he played in the All State Concert Bands for two years. After high school Charles studied and performed around the Inland Northwest until the late 90’s when Charles was accepted to the Berklee College of Music on scholarship and moved to Boston. While at Berklee Charles was awarded the Elvin Jones Scholarship and in May of 2000 Charles graduated “Cum Laude” from the Berklee College of Music.

3. Sharayaha
Originally from Michigan, Sharayaha moved to Portland in 2012 to pursue a Bachelors Degree in Musical Performance from Portland State University which she completed in 2016. She has had the great joy and fortune to perform all over the world, from Italy to Austria, Croatia to Slovakia and the U.S.A. While in Portland she has been able to perform with the Portland Symphony Orchestra, the Light Opera of Portland, Aurora Chorus directed by local composer Joan Szymko, the newly founded Foris Choir directed by local composer Marissa Wildeman and several performances with local composer Lisa Ann Marsh. As a teacher Sharayaha has taught children and adults of all ages in Portland, Slovakia and Croatia. Her main focus in musical study is to create confidence in each students own musical style and encourage growth beyond the students own expectations. She will also help each student create a network of local musicians to perform with in the hopes of creating life long musical bonds between different instrumentalists and singers alike. Sharayaha is excited to be teaching Voice, Piano and Clarinet and loves helping students of all ages strive for competitions, auditions, and better karaoke nights!

4. Christine
Christine started playing the piano at five years old and has taken lessons for 16 years. She has studied college level music theory and pedagogy, and has accompanied choir and church worship groups. She has two years of piano teaching experience including theory, technique, chording, and rhythm. In addition to her experience teaching piano, Christine also has taught dance for three years and is passionate about helping children develop skills that allow them to artistically express themselves. As a teacher she believes that with hard work and dedication any student can find enjoyment and accomplishment in playing the piano. Christine teaches the piano.

5. MaryAnn
Music is a wonderful tool to reach, train and develop long lasting positive characteristics in our selves and others. What a great opportunity to help others gain life shaping experiences through their own musical journey. I have fond memories of those who helped me along the way to develop my love for music and the instruments I currently play. Teaching is a rewarding experience I value and have enjoyed for many years. We share a part of ourselves when we teach others. Whether I am teaching music, math or English I enjoy helping others succeed and reach their goals. Currently, I am providing lessons for piano, drum set, multi percussion and euphonium. I also teach at a private school: music theory, percussion ensembles and regular academic subjects. My performing experiences include church choir, worship service, local Orchestras, and jamming at home with others. I started taking lessons in the sixth grade, first piano then drums. I’ve marched in a drum & bugle corps for seven years traveling the United States and Canada. In High school, I played in concert band, orchestra, marching band and a percussion ensemble. College provided an enriching experience with percussion ensembles, Charleston Symphony Orchestra, Spoleto Festival, a gig with the Tonight Show band and the Charleston Navy Band. I love it all and purpose to provide a balanced program of method book, theory, sight reading. I help prepare students for auditions, their own performing experiences, and best of all, adding lots of FUN to the mix.

6. Anandi
Anandi studied vocal jazz performance at Mt Hood Community College and St. Francis Xavier University, studying with Sandra Dudley and the late Berklee College of Music educator Mili Bermejo. Anandi began her career as a singer-songwriter, recording three albums of original songs. Her funk-rock tune “Enough of You” has received more than 3 million hits on YouTube and other songs have been used on television spots and in commercials. She has also recorded three jazz albums. Over the years Anandi has established a strong following as a Portland area vocalist, singing at the Rose Festival, appearing at the PDX Jazz Festival and producing her bi-annual concert at Classic Pianos. Anandi regularly performs with internationally acclaimed guitarist John Stowell. Other musical projects include PDX’s All Female Jazz Quartet, Nica’s Dream, the original acoustic trio, Maiden Oregon, and the retro soul group AM Sister Soul. Anandi teaches voice, acoustic guitar, and piano.

7. Jeremy
Hi there! My name is Jeremy and I am a music teacher, folk singer-songwriter, and multi-instrumentalist. I believe in music's power to bring people together and to express our truest selves in a positive and impactful way. Since middle school I have performed in bands ranging from rock to folk to jazz, and I currently perform solo as well as on lead guitar for the singer Erisy Watt. Performing has taken me around the US, over to Europe, and finally here to Portland where I have been finding my home in this lively music scene. Jeremy teaches acoustic and electric guitar.

Attached, you can see photos of the teachers, in order from 1 to 6.

Lessons are affordable, and payment can be made by credit card, Venmo, Ca$hApp, Google Pay or PayPal.

To schedule a free lesson with any of these teachers, or for answers to any questions, please call or text us. 971-227-4222

Thanks for reading! We look forward to speaking with you.

~Rachel, General Manager

Piano teacher, piano lessons, guitar teacher, guitar lessons, violin, cello, bass, electric, acoustic, voice, keyboard, electric guitar, ukulele, mandolin, banjo, accordion, harmonica, flute, clarinet, saxophone, tuba. Music School, Music Tutor, instruction, education, music classes, Portland, Lents, Foster, Holgate, Powell, Southgate Oregon.
";[];2022-02-11;0
2022-01-15T10:02:05-0800;https://portland.craigslist.org/mlt/lss/d/portland-stats-help-ap-introductory/7433248032.html;;Portland;Multnomah Co;portland;Oregon;"




I'm available remotely by phone, Zoom, or other methods, and also hope to be available for in-person tutoring with vaccinated people and in vaccinated households when the Omicron wave dies down, hopefully soon.

Are you struggling with the statistics, or other aspects of the research, involved with your dissertation or thesis? Do you need a statistics tutor for your graduate or undergraduate statistics course? Or your research methods course? Or does you son or daughter need help with AP stats?

Worried about traditional face-to-face tutoring with the coronavirus? Especially concerned because your class is now online, with less access to instructors or TAs for help with stats?

Patient, friendly, and affordable math/statistics tutor, with years of classroom teaching and tutoring experience. I understand math anxiety and am good at working with people who dread math. And in my years of tutoring, I've often tutored by telephone, Zoom, and Skype.

I've tutored all levels from grade school to graduate school, and work with you at whatever level you are in mathematics. I've taught Introductory Statistics at the university level. And I've tutored all of the basic topics covered in statistics and research methods courses:

Understanding dependent and independent variables, types of reliability and validity, experimental versus other types of designs, etc.

Hypothesis tests, confidence intervals, box and whisker plots, t-tests, F-tests and ANOVAs, Simple Regression and Multiple Regression, the difference between parametric and nonparametric statistics, chi-square, factor analysis, etc.)

Probability Theory

How to use SPSS

Research Methods and Statistics for Psychology and the Social Sciences
    ";[];2022-02-11;0
2022-01-14T14:53:04-0800;https://roseburg.craigslist.org/lss/d/roseburg-flat-rate-micro-tutoring-for/7432969774.html;15.0;Roseburg, Oregon;no subregion found;roseburg;Oregon;"




Hello,

I am an expert amateur writer who is seeking to branch out into tutoring.  I can tutor for most subjects, English, math, physics, other sciences. I have a BA in physics.  I'm not so good with the arts such as music appreciation however. Also, if you want some mentoring on how to be an effective activist, I may be one place to turn to. I've decided to go with a flat monthly rate for my business model. The first month with me is free, followed by $15 per month for “unlimited” consultations.  Realistically, what this means for me and my time commitment is a series of 10 minute sessions by email or skype to answer just about any academic question that you want answered.  Please refrain from sending me your homework questions without showing any of your own work. I will focus mainly on evaluating your answers to your homework questions rather than simply rattling off the answers to your homework questions for example.  I can also give you an evaluation of your term papers before you turn them in for a real grade.  Please don't submit legal questions as I'm not qualified to practice law. If you need unlimited legal questions answered, I would suggest looking up legal shield.  Thank you.

John Thielking
Roseburg, Oregon, USA
    ";[15];2022-02-11;1
2022-01-18T14:31:00-0500;https://philadelphia.craigslist.org/lss/d/philadelphia-ivy-league-tutor-sat-gre/7434544648.html;;Cc Philadelphia;no subregion found;philadelphia;Pennsylvania;"




I offer an online alternative to  face-to-face tutorials. Please contact me.





Harvard undergraduate and Columbia and PENN graduate student

I offer math tutoring for the SAT, GRE and GMAT exams.

My tutoring style has been described as engaging, gentle and encouraging.

I'm an easy-going, patient and experienced tutor, well-versed in the test material.

I'm committed to your success, and together, I believe we can achieve it.

My goal is to advance your knowledge and build your confidence level when exam time arrives to help you get the score you want and deserve.

After years of tutoring many students in the past, I have learned to anticipate typical problem areas,
and I have discovered many tricks and strategies unique to this exam, as well as specific traps to avoid.

Don't be intimidated by math any longer.
Let me help you succeed!

-HOURLY RATE NEGOTIABLE
-DISCOUNTED PACKAGE RATES AVAILABLE
-SCHEDULING FLEXIBLE


Please email me your contact info.   I will respond quickly.



Location: CC Philadelphia
    ";[];2022-02-11;0
2022-01-13T13:41:17-0500;https://philadelphia.craigslist.org/lss/d/levittown-stats-and-math-tutor/7432401913.html;;no city found;no subregion found;philadelphia;Pennsylvania;"




Hi I am a math and statistics tutor with over 6 years of experience. I can help with assignments, projects, discussions and preparation for exams or quizzes. Feel free to reach out to me for help :)
";[];2022-02-11;0
