date_posted,link,price,city,subregion,region,post_text,is_long_list
2021-10-24T21:51:18-0700,https://sfbay.craigslist.org/sby/lss/d/cupertino-math-and-chemistry-tutor/7398782741.html,None,Cupertino,South Bay,sf_bay_area,An experienced and knowledgeable teacher is available to slowly go over the course material with understanding.   Will work with students to improve their skills and their grades.  Explain what the teacher is trying to communicate.  What concepts are important and why. Long time teacher and tutor in the area.    ,False
2021-10-24T18:22:35-0700,https://sfbay.craigslist.org/eby/lss/d/pleasanton-experienced-math-tutor-all/7398742378.html,None,Bay Area,East Bay,sf_bay_area,"Hello my name is Sam and here are some of the math courses I tutor: - Elementary math - Pre Algebra - Algebra - Algebra 2- Trigonometry/Geometry- Pre calculus - CalculusI have been tutoring middle school, high school and college students for 6+ years. I graduated with my Bachelors Degree in Electrical Engineering in 2020 with a 4.0 GPA from San Jose State University. I will be conducting tutoring-sessions via an online platform convenient for you. I can also set up in-person sessions if that is of interest. I am serving all of the Bay Area. Please message me for more details or any questions    ",False
2021-10-24T16:41:18-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-remote-math-tutor-with/7398711277.html,None,Bayview,San Francisco,sf_bay_area,"What you receive when choosing ThatMathTutorGuy:*1-1 help via Google Meet or Zoom with ThatMathTutorGuy @55/hr for tutoring and @70/hr for standardized test prep *A Collaborative online whiteboard experience in real time (whiteboard features include: importing documents (or pictures) to draw over, built-in graphing, ability to draw shapes, built-in math formula editor, and more)*A copy of the whiteboard for later review (that is, the notes for that session) provided by link and email attachment*If wanted, follow-up questions/problems (aka homework) for further review*If wanted, step-by-step help using your calculator (see pictures for how this will appear when sharing screen). Students who have good calculator skills are at an advantage.*If wanted, a planned schedule to meet your goals (especially helpful for standardized test prep) *Standardized test-taking strategies and prep - avoiding simple mistakes, right mentality, mental preparation, NOT-type problems, pacing, etc.*A written identification of weaknesses - psychological, mathematical, or otherwise*Pro-rated pricing - so if you need to end the session early, you pay less*Detailed invoice describing the different topics coveredAbout ThatMathTutorGuy:My passion for math started in middle school when I helped students understand the very basics of how to add, subtract, multiply, and divide fractions. I continued into high school with recreational mathematics and participated in math competitions in my spare time. In college, I assisted in the math lab - a place where students could ask homework and general math questions in a 1-1 tutoring environment. Finally, I went to Texas A&M University where I received a PhD in several complex variables. During my time there, I assisted with teaching, tutoring, office hours, creating and grading assignments.Through those many years of grad school, I came to agree with students - math is hard! And pedagogically, I discovered that to learn math, you need to do math! Therefore when I teach and tutor, I do so with lots and lots of examples. I also tend to ask questions of my students that I might have if I were taking the course. This helps in summarizing ideas and cementing concepts.I'm passionate about helping students become better at math and developing their logical and creative skills to problem solve. I really like working with high school and college students in a one-on-one environment. And lately, the online environment has allowed me to provide remote instruction to a larger pool of students. Initially, I used Zoom and zoom whiteboard, but currently I use google meet and a specific online whiteboard. I find this combination runs flawlessly whereas Zoom whiteboard has had a history of glitches and doubling written text. Additionally, the whole online whiteboard can be saved and later reviewed!Finally, I have access to an incredibly large number of textbooks. Almost always when a student is using a particular textbook, I am able to find a personal copy that is identical or only slightly different (ie different edition). This helps parents feel more confident that their son or daughter is getting real direct help. Obviously, it also assists with communication between tutor and student, and helps in assigning problems for solidifying concepts.Rate: 55/hr for tutoring and 70/hr for standardized test prepHours: 10am - 11:59pm ET Online (Remote) OnlyEmail: thatmathtutorguy314@gmail.comWebsite: https://thatmathtutorguy.business.site/Payment Accepted: Direct Deposit, Square, Zelle, Venmo, CashApp, PaypalTopics include: Standardized Test Prep (Math ISEE, Math SAT, Math ACT, etc), Algebra, Geometry, Trig., Pre-Calculus, Calculus (AP or not, 1,2 or 3), Linear Algebra, Differential Equations, Real Analysis (Undergrad), Complex Analysis, Topology, Problem Solving (AMC10, AMC12, AIME, etc), and more.    ",False
2021-10-23T13:06:18-0700,https://sfbay.craigslist.org/eby/lss/d/lafayette-tutor-harvard-grad-30-years/7398239110.html,None,Lafayette / Orinda / Moraga,East Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor.For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-23T13:05:43-0700,https://sfbay.craigslist.org/nby/lss/d/greenbrae-tutor-harvard-grad-30-yrs/7398238811.html,None,Kentfield / Ross,North Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor. For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.  I offer tutoring to both single students or groups, though I believe one-on-one tutoring is usually the most helpful. Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-23T10:51:36-0700,https://sfbay.craigslist.org/sby/lss/d/zoom-tutoring-stanford-phd-tutor-math/7398166339.html,50,Cupertino,South Bay,sf_bay_area,"I specializes in one-on-one tutoring for all levels of math and science. I am calm, patient and encouraging and am experienced at working with students of all ages, ranging from middle school through college.  My goal as tutors is to create a positive learning environment and to encourage students to be curious, ask questions and think analytically. Depending on scheduling and convenience, I meet students at their home, a cafe or a public library. If interested, please email me and we will devise a game plan to get you started! My fee is $50/h. Subjects:"" * Math: middle school, high school and college level (including pre-algebra, algebra, geometry, trigonometry, pre-calculus, calculus and more) * Chemistry: high school and college level (including AP Chemistry) * Physics: high school and college level (including AP Physics) * SAT/ACT prep (math)(zoom tutoring only due to COVID19)    ",False
2021-10-22T17:53:55-0700,https://sfbay.craigslist.org/pen/lss/d/south-san-francisco-math-tutor-algebra/7397909120.html,25,South San Francisco,Peninsula,sf_bay_area,"If you need an online or in-person Math Tutor on the following subjects at Middle School,  High School,  or College level, we can help you! Tutorials: Mathematics, Algebra 1 & 2, Geometry, Trigonometry, PreCalculus, AP Calculus/Calculus, AP Statistics/Statistics, Linear Algebra, Physics, and Econometrics. Test Preparations:  SAT, SSAT, ISEE, and Electrical Apprenticeship Math.Rate starts at $25/hour    ",False
2021-10-22T13:48:00-0700,https://sfbay.craigslist.org/sfc/lss/d/berkeley-math-chemistry-physics-biology/7397804768.html,32.5,San Francisco,San Francisco,sf_bay_area,"Do you need help with your Math, Chemistry, Physics, or Engineering classes? Our mission is to help students succeed in their classes. We provide 24/7 assistance to take away the stress of upcoming Assignments / Homework , Projects and Exams. PCM only works with highly experienced, professional tutors who have a proven track record of success. Our individualized approach has helped countless students achieve the academic and test prep goals of their dreams.CHEMISTRY : Introductory Chemistry , AP Chemistry , General Chemistry I and II, Organic Chemistry I and II , Advanced Organic Chemistry , Biochemistry , Physical Chemistry , Analytical Chemistry , ThermochemistryPHYSICS: AP Physics , Engineering Thermodynamics , Applied Physics , Mechanics / Motion , Geometric Optics , Thermodynamics , Fluid Mechanics , Electro Statics / Electro-Dynamics / Magnetism , Circuits / Advanced Circuit Concepts , Oscillations / Waves , Atomic / Nuclear / Particle Physics , Modern Physics / Intro Quantum , Astro-Physics / Astronomy , Quantum Mechanics MATH: Algebra 1 / Beginning Algebra , Geometry , Trigonometry , Pre-Algebra / Elementary Math , Algebra 2 / Intermediate Algebra , Probability and Statistics , Elementary Statistics , Business Statistics , Stats for Social Sciences and Psychology , Mathematical Concepts / Foundations of Mathematics , Business Calculus , Calculus 1 ( single variable ) , Calculus 2 ( single variable ) , Calculus 3 ( multi variable ) , Differential Equations ( calc 4 ) , Differential Equations using MATLAB , College Algebra / Advanced Algebra , Discrete / Finite Math , Linear Algebra.Hourly Rate: $35/hr**$30/hr for help requiring >10 hours. 20% discount available for referrals.Contact Us:Website:PCMassist.comEmail: help@pcmassist.comText: (818) 458-0086Work with us once and you won’t regret it! We guarantee an A+ work!    ",False
2021-10-22T07:30:19-0700,https://sfbay.craigslist.org/pen/lss/d/los-altos-tutor-for-math-english/7397587160.html,None,Los Altos,Peninsula,sf_bay_area,"Please text me at 650-402-1296.My name is Julia and I can help you with your tutoring needs.I have the experience, knowledge and skills to help you improve in your desired subject or test. I know what it takes to get a high score on the SAT, ACT, GMAT, GRE, LSAT and MCAT as well as get into a top tier school. Let me show you how to “crack the code” to success.Educational Background:University of Chicago (undergrad)Yale University (grad)SAT: 1540/1600ACT: 35/36GMAT: 780GRE: 330MCAT:520LSAT: 177Here are the areas I can help with:Basic Math, Pre-Algebra, Algebra 1 & 2, Intermediate Algebra, College Algebra, Problem Solving, Geometry, Pre-Calculus, CalculusGeneral Chemistry, College Chemistry, AP Chemistry, AP Physics, Mechanics, General Science, Biology, Earth Science, Quantum PhysicsEnglish, Essay writingTEST PREPARATION: SAT, ACT, GMAT, GRE, LSAT, PSAT, GED, HSPT, TOEFLI look forward to helping youAlameda, Albany, American Canyon, Antioch, Atherton, Belmont, Belvedere, Benicia, Berkeley, Brentwood, Brisbane, Burlingame, Calistoga, Campbell, Clayton, Cloverdale, Colma, Concord, Corte Madera, Cotati, Cupertino, Daly City, Danville, Dixon, Dublin, East Palo Alto, El Cerrito, Emeryville, Fairfax, Fairfield, Foster City, Fremont, Gilroy, Half Moon Bay, Hayward, Healdsburg, Hercules, Hillsborough, Lafayette, Larkspur, Livermore, Los Altos, Los Altos Hills, Los Gatos, Martinez, Menlo Park, Mill Valley, Millbrae, Milpitas, Monte Sereno, Moraga, Morgan Hill, Mountain View, Napa, Newark, Novato, Oakland, Oakley, Orinda, Pacifica, Palo Alto, Petaluma, Piedmont, Pinole, Pittsburg, Pleasant Hill, Pleasanton, Portola Valley, Redwood City, Richmond, Rio Vista, Rohnert Park, Ross, St. Helena, San Anselmo, San Bruno, San Carlos, San Francisco, San Jose, San Leandro, San Mateo, San Pablo, San Rafael, San Ramon, Santa Clara, Santa Rosa, Saratoga, Sausalito, Sebastopol, Sonoma, South San Francisco, Suisun City, Sunnyvale, Tiburon, Union City, Vacaville, Vallejo, Walnut Creek, CA    ",False
2021-10-22T07:01:00-0700,https://sfbay.craigslist.org/sby/lss/d/san-jose-math-computer-science-test/7397572532.html,35,San Jose Downtown,South Bay,sf_bay_area,"BlakeTutoring.comReviews from OVER 500 successful students!1 hour sessions for only $57!30 minute sessions for only $35!Text/Call: 724-804-8356Hi, my name is Alexander Blake, and I have been tutoring for over 9,000 hours! I graduated with a Bachelor's in Computer Science from California State University, Fullerton. In my time tutoring, I have tutored elementary through graduate level students.I have successfully prepared students for SAT and ACT Math tests, and up to Calculus level work. In high school, I was in an accelerated math program where I was able to take AP Calculus AB my junior year, and AP Calculus BC my senior year. After taking the AP Calculus AB & BC Exams, I scored a 5 out of 5 on both tests. This allowed me to not only begin my higher-level math courses early in college but has also enabled me to keep my math skills refined, and graduate with a 3.8 GPA.My tutoring philosophy focuses on the individual. I like to know what each of my clients likes to do outside of school so I can relate the math concepts they are learning about things they enjoy doing. To accomplish this, I personally design my lesson plans and customize them to my client's personality. For example, if I have a student that plays basketball, I will have them solve problems that incorporate concepts of basketball, such as finding a team's field goal percentage. By focusing on each person uniquely, I am able to fully understand why the student is not grasping certain concepts and can help them understand concepts and terms they are already familiar with. This is why all of my students have been and will continue to be successful!Math: Algebra I/II, Calculus (AP AB & College Level), Common Core, Geometry, Precalculus, Statistics (AP/College Level), & TrigonometryComputer Science: AP CS A/Principles, C/C++, CSS, HTML, Java, JavaScript, Linux (Bash/Zsh), Python, & SQLTest Preparation: ACT (All Sections), ASVAB, GED, HiSET, & SAT (All Sections)Text/Call: 724-804-8356 ",False
2021-10-21T13:00:55-0700,https://sfbay.craigslist.org/pen/lss/d/stanford-phd-tutor-for-math-and-science/7397310168.html,50,Palo Alto,Peninsula,sf_bay_area,"I am an experienced male tutor with PhD degree from Stanford University (engineering). I teach math and science for middle school and high school students. While I am working in technology industry, I also enjoy teaching. I am currently teaching about 10 students, and looking for a few students for winter. My goal is helping students to achieve various goal (improving GPA, establishing the way to study, developing problem solving skill...). I teach at students' home or public places such as coffee shops. My rate is $50/h flat rate. Zoom tutoring is also available.(Currently only Zoom sessions are available.) Reference is available upon request. Subjects general math algebra trigonometry geometry pre calculus analysisH AP calculusAB/BC multivariable calculus physics/AP physics chemistry/AP chemistry SAT (math, physics, and chemistry)/ACT Please feel free to send me an e-mail if you are interested in my service.  Thank you.    ",False
2021-10-21T09:10:48-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-expert-tutor-for-writing/7397177469.html,"[90, 60, 40]",Cupertino,South Bay,sf_bay_area,"Don't wait to get a tutor! This applies to struggling students or brilliant ones, as I can help both achieve their best.Would your student perform better in his or her subjects with a weekly tutor? I am here to help. I am a master tutor with fifteen years of experience bringing out the best of my students. I can help your student improve their English and Math skills, and maximize both learning and grades.I earned a graduate degree from Harvard University, and I specialize adapting my teaching style to each unique student. Additionally, I have lived overseas for five years, and so I have a speciality helping students who have English as a second language (ESL). I can help you with the following:ENGLISH: English classes,Writing, Grammar, StyleHISTORY & OTHER LIBERAL ARTS: History, Social Studies, Government, Political Science, etc.MATH: Arithmetic, Fractions, Algebra, Geometry, TrigonometrySCIENCE: Chemistry, Biology, PhysicsIndividualized TutoringEach student is different and I listen carefully so that our sessions are most productive. There is no substitute for one-on-one tutoring.Short Term or Long TermSome students have stayed with me their entire high school career. Others need just a bit of help to complete a difficult assignment. RatesIndividualized tutoring costs $90/hr for in-person or $60/hr for online. (AT LEAST UNTIL MAY  2022 CORONA VIRUS PRICING: $40/hr for online weekdays.) The introductory meeting is free without any obligation. I tutor online or in-person, and I use google docs and a whiteboard program for online students. Online tutoring works very well.NOTE: If your income has been disrupted due to the coronavirus, please indicate the hourly rate you are able to pay. ContactYou can text me or simply reply to this ad and we'll arrange a Zoom meeting.kenaritutor.com    ",True
2021-10-20T18:10:02-0700,https://sfbay.craigslist.org/scz/lss/d/santa-cruz-math-tutor-uc-berkeley-grad/7396975214.html,None,Santa Cruz,Santa Cruz,sf_bay_area,"Teaching is my passion! I've taught math for five years in public high schools in Santa Cruz and San Francisco. I'm looking for a few motivated students - elementary school through post grads welcome - who want to meet on a weekly basis.Classes I've taught: Pre-AlgebraAlgebra Geometry (with Probability and Statistics) Algebra 2Pre-Calculus (with Trigonometry) AP Calculus AB AP Calculus BCStatisticsMore about me: I have a degree in Pure Mathematics (geared towards theory and teaching, as opposed to applied math) from UC Berkeley where I was a Regents' and Chancellor's Scholar, and a National Merit Scholar. After college I volunteered in Belize for 2 and a half years as an Environmental Educator with the Peace Corps. I then taught high school math for 5 years. I'm now taking time off of full-time teaching to write a book on fractal geometry. In 2015 I won my bracket of the World Championships of Backgammon in Monaco! I've been studying and working with math and education for the past 14 years; I received my California Teaching Credential in Single Subject Mathematics (& Biology) in 2012. I'm 37 and can still remember how I learned to love and appreciate the beauty of mathematics. I can help you overcome math anxiety by explaining complex concepts in simple terms. I possess the complete toolkit of modern math teaching and learning techniques. I provide homework help, test prep, focussed skill intervention, individualized lesson plans, extra practice, upcoming topic previews, study skills, and organizational strategies. I also teach the content and strategies of standardized tests: including the SAT (I scored an 800 in math), ACT, GRE, AP Calculus AB/BC exams (I scored a 5/5), CSET, CBEST and exams for trade and professional schools. Your confidence, understanding, and scores will improve! Interested? Email me back with your goals and availability. Thanks and have a great day, KenSearch Tags: Math Tutor, Math Tutors, Math Tutoring, Math Tutoring Service, Math Teacher, Santa Cruz, Statistics Tutor, Stat Tutor, Stats Tutor, SAT Tutor, ACT Tutor, GRE Tutor, Calc Tutor, Calculus Tutor, Pre-Calc Tutor, Pre Calc Tutor, Pre-Calculus Tutor, Precalculus Tutor, Pre Calculus Tutor, Online Tutor    ",False
2021-10-20T16:14:30-0700,https://sfbay.craigslist.org/sfc/lss/d/dublin-math-english-tutorfree-trial-yrs/7396934540.html,60,Online,San Francisco,sf_bay_area,"MATH TUTOR 🍎FREE TRIAL ☎️9258760061🔥15+yrs💵 NEGOTIABLE PRICING💵 WELCOME. I AM MARY THE TUTOR. NOT AN AGENCY OR PRIVATE TEACHER AFTER YOUR MONEY. I AM A STUDENT SO I CARE ABOUT STUDENTS+ THEIR FAMILIES.I AM THE ONLY TUTOR W NEGOTIABLE PRICING. GET IN TOUCH W ME ANYTIME. IM HERE TO HELP!925 876 0061I PROMISE YOU AN IMPROVED GRADE OR YOUR MONEY BACK.ALL MY STUDENTS EXPERIENCED IMPROVEMENT. VERY HAPPY Parents- REFERENCES AVAILABLE UPON REQUEST.I HAVE BEEN EDUCATED IN BAY AREA SCHOOLS, 4.8 GPA at rigorous Acalanes High School ( Lafayette) took all AP classes => ACCEPTED INTO UC Berkeley as FRESHMAN( not transfer/ there's a different) w/ 3.8 GPA ,Honors thesis and two bachelors degreees=> now PhD student--MY ADVICE TO PARENTS--1. hire A YOUNG TUTOR that is a STUDENT.Since I am a student myself and fairly young, students feel comfortable with me and I am able to earn their trust. This is very important bc most students are embarrassed or shy to ask for help.2. DO NOT PAY MORE THAN $60/HR For HIGH SCHOOL level math or belowI offer negotiable pricing bc I care for my students and their families, unlike most tutoring agencies or overpriced tutors. Since, I never had a student that did not do well, it is important for me to continue this legacy and not let price affect the students academic success. As a result, I work with families to establish appropriate rates so that we see student improvement and progress.Most of my students meet with me 2x a week or more. Each session is 2 hours long, 1 hour for content review. 1 hour for practice problems/application of the material. I have been doing this for over 15 years and I have seen little progress in students that meet with me only 1 hour a week; therefore, I no longer offer that option.There is always something to do, whether its make-up work, exam preparation, or homework. It is crucial for the student to feel accountable, therefore, I strongly recommend scheduling a consistent meeting every week and not canceling last minute bc the student doesn't have homework. Like I said there is always something that needs to be done, and students are all very behind now due to remote learning, however, the expectations from teachers have not changed. As a result, I enforce a 24-hour cancellation policy to keep scheduling times fair for all students. 3. DO NOT HIRE MEDICAL STUDENTS/ PHD GRADUATES or any tutor that has a job or is in a rigorous academic programWhy? They already have a lot on their plate which. means that they are1. difficult to get a hold of2. unreliable with the scheduling3. low flexibility with tutoring times4. unfamiliar with the curriculum since they haven't seen it for so many years and even if they have they most likely were educated outside of CA- which leads to more confusion for the student. I have had many students who complain about how their prior tutor would teach them different things then they were learning in class. Most of the time, this was information they didn't even need. Since I have grown up in the California/ Bay Area school districts, have kept a consistent 4.0 grade average, and have been tutoring math/science since my sophomore year in high school, I have a pretty strong recollection of the curriculum your child is learning and I always make sure I am teaching them the material their teacher is teaching in a way that they understand. Also, I am very flexible with scheduling since my relationship with my mentor is well established and in a manner that gives me great independence over my schedule. So I can have time to meet at the same / time / day of the week.4. find ONLY ONE TUTOR for ALL SUBJECTS neededwhy? this will make your life a whole lot easier bc you are communicating payment/ scheduling etc with ONLY 1 person.I tutor all subjects but in addition to this I also empower the student to learn how to study, stay organized, plan effectively, gain motivation etc --all factors important to being a successful student now and into the future. Therefore, I am more of a mentor than a tutor.925 876006 1TEXT/ CALL ME FOR FREE TRIAL SESSION!!925 876 0061MY SCHEDULE IS FILLING FAST SO THE SOONER THE BETTER FOR YOU!THANK YOU SO MUCHBESTMARYI am here to help. I tutor ALL SUBJECTS and Levels. Connect with me for your FREE tutoring session.925..876..0061I tutor the following subjects: in High School AP, IB, or University Levels:BIOLOGYCHEMISTRYMATH(Alg, Alg I/ II, pre-Calc, Calc, Geometry, Trig and anything in between)BiochemistrySpanishPhysicsOrganic chemistrySAT/ SAT II'sACTAP Chemistry, AP Physics, AP Calculus AB/ BC, AP Spanish AP Psychology (Social, Biological, Developmental, Social, Personality, etc)DATMCATCOUNSELOR/ ACADEMIC COACH:- College PERSONAL STATEMENTS: writing / editing-Thorough Application reviewSTUDY SKILLS EXPERT:-I will teach you how to STUDY SMART, NOT LONG-I will help you identify your specific learning style and teach you the skills necessary to become a more confident and efficient studentTECH SKILLS:Basic Coding using SPSS/ R Studio platformsExcel and WordABOUT ME:HARVARD GRADI have 12+ years of experience teaching and mentoring students in the Acalanes / San Ramon School Districts; All my students have been satisfied with my services and have seen a dramatic improvement in their grades and test-taking abilities in a short amount of time; I have two Bachelor's Degrees, Summa Cum Laude from UC BERKELEY in Chemical Engineering and Mathematics; GPA of 3.8; My senior thesis was published in the Journal of Engineering and Neuroscience; I also have a Masters in Chemical Biology from HARVARD.I am NOT a tutoring agency so I'm NOT after your money. I take pride in addressing my students’ academic needs by catering to their unique learning styles while giving them the tools needed to get A’s.Think of me as an academic Coach! I also do academic advising and have helped over 50+ students gain acceptance to some of the top universities such as HARVARD, UC Berkeley, UCLA, Princeton, etc.If you want to get an outstanding score in your CLASS/ AP EXAMS/ SAT II's /SAT's/ ACT's/ Final Exams/ DAT or MCAT. I will assist you in every step of the way and create a custom study plan specific to your goals and learning needs.925..876..0061Thank you for your interest.I hope to hear from you soon!Best regards,Mary    ",False
2021-10-20T10:36:43-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-math-tutor-calculus/7396762213.html,None,None,San Francisco,sf_bay_area,"☎️  (646) 450-2967 -MollySubjects tutored:● Precalculus, Calculus I & II, III, Differential Equations● AP Calculus AB & BC ● Prealgebra, Algebra I & II, Trigonometry, Geometry ● GMAT, GRE, SAT, ACT About me:With me, you will understand every step.Over the past 5 years, I've adapted my tutoring to students of all ages and learning styles.At the end of each session, I send pics of all our notes.Call/text: (646) 450-2967 ",False
2021-10-20T10:11:27-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-tutor-for-math-english/7396747217.html,None,Sunnyvale,South Bay,sf_bay_area,"Please text me at 408-877-5379.My name is Julia and I can help you with your tutoring needs.I have the experience, knowledge and skills to help you improve in your desired subject or test. I know what it takes to get a high score on the SAT, ACT, GMAT, GRE, LSAT and MCAT as well as get into a top tier school. Let me show you how to “crack the code” to success.Educational Background:University of Chicago (undergrad)Yale University (grad)SAT: 1540/1600ACT: 35/36GMAT: 780GRE: 330MCAT:520LSAT: 177Here are the areas I can help with:Basic Math, Pre-Algebra, Algebra 1 & 2, Intermediate Algebra, College Algebra, Problem Solving, Geometry, Pre-Calculus, CalculusGeneral Chemistry, College Chemistry, AP Chemistry, AP Physics, Mechanics, General Science, Biology, Earth Science, Quantum PhysicsEnglish, Essay writingTEST PREPARATION: SAT, ACT, GMAT, GRE, LSAT, PSAT, GED, HSPT, TOEFLI look forward to helping you.San Francisco. California, Alameda, Albany, American Canyon, Antioch, Atherton, Belmont, Belvedere, Benicia, Berkeley, Brentwood, Brisbane, Burlingame, Calistoga, Campbell, Clayton, Cloverdale, Colma, Concord, Corte Madera, Cotati, Cupertino, Daly City, Danville, Dixon, Dublin, East Palo Alto, El Cerrito, Emeryville, Fairfax, Fairfield, Foster City, Fremont, Gilroy, Half Moon Bay, Hayward, Healdsburg, Hercules, Hillsborough, Lafayette, Larkspur, Livermore, Los Altos, Los Altos Hills, Los Gatos, Martinez, Menlo Park, Mill Valley, Millbrae, Milpitas, Monte Sereno, Moraga, Morgan Hill, Mountain View, Napa, Newark, Novato, Oakland, Oakley, Orinda, Pacifica, Palo Alto, Petaluma, Piedmont, Pinole, Pittsburg, Pleasant Hill, Pleasanton, Portola Valley, Redwood City, Richmond, Rio Vista, Rohnert Park, Ross, St. Helena, San Anselmo, San Bruno, San Carlos, San Francisco, San Jose, San Leandro, San Mateo, San Pablo, San Rafael, San Ramon, Santa Clara, Santa Rosa, Saratoga, Sausalito, Sebastopol, Sonoma, South San Francisco, Suisun City, Sunnyvale, Tiburon, Union City, Vacaville, Vallejo, Walnut Creek, CA    ",False
2021-10-19T23:09:57-0700,https://sfbay.craigslist.org/pen/lss/d/stanford-ivy-league-tutor-sat-act-gmat/7396563465.html,None,None,Peninsula,sf_bay_area,"Professional full-time tutor available for your tutoring needs. I’m highly experienced with a strong track record of helping students increase grades and test scores. I take pride in bringing out the full academic potential from my students.Contact me (call or text) at 650-263-1784Educational Background:University of Pennsylvania(Undergrad)Harvard University(Grad)ACT 35SAT 1580LSAT 176MCAT 524GRE 334GMAT 790I have 4 years of classroom teaching experience at a public school. I also have 3 years of work experience teaching at a tutoring center. I went on my own and have been doing online and in-person tutoring for the past 4 years.Subjects I tutor: Geometry, Calculus, Algebra, Pre-calculus, Trigonometry, Biology, Physics, Chemistry, Organic Chemistry, Anatomy and Physiology, Psychology, Earth Science, Environmental Science, General Science, English Literature, Language and Writing, AP courses, and History.Tests I tutor:  SAT, ACT, GMAT, GRE, LSAT, MCAT, MAT, GED, ISEE, HSPT, TOEFL, IELTSOther services: Admission counseling, editing resume and cover letters, interview tips, essay writing, writing personal statementsRate: varies depending on location, subject and the type of tutoring selected.Please contact me by responding to this listing with your name and contact number along with the subject or exam you need help with. I’ll get back to you as soon as I can to discuss plans.    ",False
